,location_x,location_y,time,statsbomb_xg,outcome,player,team,bodypart,technique,first_touch,state_of_play,assist,assist2,assist3,assist_state_of_play,inside_18_width,inside_18_depth,inside_18,shot_distance,shot_angle,bodypart_angle,significant_time
0,90.8,19.0,2023-06-24 00:10:08.014,0.0068775634,Saved,Souvik Chakrabarti,Hyderabad,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,False,False,False,35.96720728663821,54.28,Left - Inside Foot,Stoppage Time
1,111.8,39.3,2023-06-24 00:13:50.965,0.19758572,Off T,Jorge Rolando Pereyra Díaz,Kerala Blasters,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,8.229823813423959,85.12,Left - Head,Stoppage Time
2,93.9,49.1,2023-06-24 00:20:16.861,0.03577913,Off T,Rahul Kannoly Praveen,Kerala Blasters,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,False,False,27.640911707105463,109.22,Right - Outside Foot,Stoppage Time
3,90.2,18.8,2023-06-24 00:29:18.678,0.006838626,Blocked,Adrián Nicolás Luna Retamar,Kerala Blasters,Right Foot,Normal,False,Open Play,,,,From Free Kick,False,False,False,36.57157366042648,54.57,Left - Inside Foot,Stoppage Time
4,104.5,55.9,2023-06-24 00:38:25.380,0.031175608,Post,Álvaro Vázquez García,Kerala Blasters,Right Foot,Normal,True,Open Play,Ground Pass,,,From Free Kick,True,True,True,22.204954402114858,135.73,Right - Outside Foot,Stoppage Time
5,111.0,24.9,2023-06-24 00:38:27.960,0.041324764,Wayward,Jorge Rolando Pereyra Díaz,Kerala Blasters,Left Foot,Half Volley,True,Open Play,,,,From Free Kick,True,True,True,17.578680269007684,30.8,Left - Outside Foot,Stoppage Time
6,89.3,50.8,2023-06-24 00:40:47.402,0.018697426,Off T,Lalthathanga Khawlhring,Kerala Blasters,Left Foot,Normal,False,Open Play,,,,From Free Kick,True,False,False,32.544277530773364,109.38,Right - Inside Foot,Stoppage Time
7,110.7,33.2,2023-06-24 00:45:40.350,0.07827923,Saved,Javier Siverio Toro,Hyderabad,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,11.520850663036992,53.83,Left - Head,Stoppage Time
8,88.7,45.9,2023-06-24 00:03:05.926,0.023992674000000002,Saved,João Victor de Albuquerque Bruno,Hyderabad,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,False,False,31.85121661726597,100.67,Right - Outside Foot,Stoppage Time
9,106.7,48.5,2023-06-24 00:09:52.953,0.09305495,Off T,Bartholomew Owogbalor Ogbeche,Hyderabad,Right Foot,Normal,False,Open Play,Low Pass,,,From Free Kick,True,True,True,15.78416928444446,122.58,Right - Outside Foot,Stoppage Time
10,92.6,33.0,2023-06-24 00:13:44.127,0.032857098,Off T,Lalthathanga Khawlhring,Kerala Blasters,Left Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,False,False,28.280028288528996,75.67,Left - Outside Foot,Stoppage Time
11,102.2,47.3,2023-06-24 00:16:52.760,0.053034723000000006,Saved,Bartholomew Owogbalor Ogbeche,Hyderabad,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,True,True,19.238762953994726,112.3,Right - Outside Foot,Stoppage Time
12,102.9,41.5,2023-06-24 00:19:33.421,0.03701639,Blocked,Javier Siverio Toro,Hyderabad,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,True,True,17.165663401103956,95.01,Right - Outside Foot,Stoppage Time
13,99.0,51.6,2023-06-24 00:22:55.649,0.061114587000000005,Goal,Rahul Kannoly Praveen,Kerala Blasters,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,False,False,23.990831582085686,118.92,Right - Outside Foot,Stoppage Time
14,106.4,26.4,2023-06-24 00:25:26.364,0.032599345,Blocked,Halicharan Narzary,Hyderabad,Right Foot,Normal,True,Open Play,Ground Pass,,,From Free Kick,True,True,True,19.23330444827409,45.0,Left - Inside Foot,Stoppage Time
15,99.8,38.4,2023-06-24 00:30:30.595,0.09148145,Saved,Bartholomew Owogbalor Ogbeche,Hyderabad,Right Foot,Normal,False,Free Kick,,,,From Free Kick,True,False,False,20.26326725876161,85.47,Left - Inside Foot,Stoppage Time
16,116.1,34.9,2023-06-24 00:30:32.193,0.18444449000000002,Off T,Juan Antonio González Fernández,Hyderabad,Left Foot,Half Volley,True,Open Play,,,,From Free Kick,True,True,True,6.420280367709814,37.41,Left - Outside Foot,Stoppage Time
17,101.1,24.4,2023-06-24 00:37:24.706,0.03049218,Saved,Álvaro Vázquez García,Kerala Blasters,Right Foot,Normal,False,Open Play,High Pass,,,From Free Kick,True,False,False,24.506529742091193,50.46,Left - Inside Foot,Stoppage Time
18,99.9,45.2,2023-06-24 00:39:43.529,0.08926629,Saved,Adrián Nicolás Luna Retamar,Kerala Blasters,Right Foot,Normal,False,Free Kick,,,,From Free Kick,True,False,False,20.761743664731046,104.5,Right - Outside Foot,Stoppage Time
19,115.0,32.2,2023-06-24 00:39:46.214,0.23580356,Saved,Marko Lešković,Kerala Blasters,Right Foot,Half Volley,False,Open Play,,,,From Free Kick,True,True,True,9.264987857520373,32.66,Left - Inside Foot,Stoppage Time
20,98.7,54.2,2023-06-24 00:42:17.260,0.020677071,Goal,Sahil Tavora,Hyderabad,Right Foot,Half Volley,True,Open Play,,,,From Free Kick,True,False,False,25.599414055794323,123.69,Right - Outside Foot,Stoppage Time
21,113.2,45.1,2023-06-24 00:44:39.380,0.17265096,Off T,Álvaro Vázquez García,Kerala Blasters,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,8.499999999999998,126.87,Right - Head,Stoppage Time
22,103.0,51.4,2023-06-24 00:48:43.927,0.056751974000000004,Blocked,Nishu Kumar Tashni,Kerala Blasters,Right Foot,Normal,False,Open Play,,,,From Free Kick,True,True,True,20.468512403201167,123.85,Right - Outside Foot,Stoppage Time
23,96.6,23.3,2023-06-24 00:04:29.092,0.020250158,Off T,Halicharan Narzary,Hyderabad,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,False,False,28.748043411682826,54.49,Left - Inside Foot,Stoppage Time
24,110.4,36.5,2023-06-24 00:07:25.362,0.058660276000000004,Off T,Bartholomew Owogbalor Ogbeche,Hyderabad,Right Foot,Overhead Kick,True,Open Play,,,,From Free Kick,True,True,True,10.21812115802117,69.97,Left - Inside Foot,Stoppage Time
25,117.2,34.6,2023-06-24 00:11:39.256,0.11749809,Post,Jeakson Singh Thaunaojam,Kerala Blasters,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,6.082762530298218,27.41,Left - Head,Stoppage Time
26,104.4,44.5,2023-06-24 00:04:05.668,0.15947139999999999,Blocked,Bartholomew Owogbalor Ogbeche,Hyderabad,Right Foot,Normal,True,Open Play,Ground Pass,,,From Free Kick,True,True,True,16.236070953281764,106.09,Right - Outside Foot,Stoppage Time
27,107.9,26.2,2023-06-24 00:09:31.470,0.05171078,Blocked,Chencho Gyeltshen,Kerala Blasters,Right Foot,Normal,False,Open Play,,,,From Free Kick,True,True,True,18.353473785635238,41.24,Left - Inside Foot,Stoppage Time
28,91.9,15.9,2023-06-24 00:09:48.443,0.0055441223,Off T,Adrián Nicolás Luna Retamar,Kerala Blasters,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,False,False,False,37.01918421575494,49.38,Left - Inside Foot,Stoppage Time
29,80.9,50.4,2023-06-24 00:12:21.669,0.005248928,Wayward,Asish Rai,Hyderabad,Right Foot,Half Volley,True,Open Play,,,,From Free Kick,True,False,False,40.45948590874579,104.89,Right - Outside Foot,Stoppage Time
30,108.1,40.1,2023-06-24 00:00:15.545,0.7835000000000001,Saved,Marko Lešković,Kerala Blasters,Right Foot,Normal,False,Penalty,,,,From Free Kick,True,True,True,11.900420160649796,90.48,Right - Outside Foot,Stoppage Time
31,108.1,40.1,2023-06-24 00:01:20.280,0.7835000000000001,Goal,João Victor de Albuquerque Bruno,Hyderabad,Right Foot,Normal,False,Penalty,,,,From Free Kick,True,True,True,11.900420160649796,90.48,Right - Outside Foot,Stoppage Time
32,108.1,40.1,2023-06-24 00:04:17.102,0.7835000000000001,Saved,Nishu Kumar Tashni,Kerala Blasters,Right Foot,Normal,False,Penalty,,,,From Free Kick,True,True,True,11.900420160649796,90.48,Right - Outside Foot,Stoppage Time
33,108.1,40.1,2023-06-24 00:04:58.550,0.7835000000000001,Off T,Javier Siverio Toro,Hyderabad,Right Foot,Normal,False,Penalty,,,,From Free Kick,True,True,True,11.900420160649796,90.48,Right - Outside Foot,Stoppage Time
34,108.1,40.1,2023-06-24 00:05:57.110,0.7835000000000001,Goal,Ayush Adhikari,Kerala Blasters,Right Foot,Normal,False,Penalty,,,,From Free Kick,True,True,True,11.900420160649796,90.48,Right - Outside Foot,Stoppage Time
35,108.1,40.1,2023-06-24 00:06:55.461,0.7835000000000001,Goal,Khassa Camara,Hyderabad,Right Foot,Normal,False,Penalty,,,,From Free Kick,True,True,True,11.900420160649796,90.48,Right - Outside Foot,Stoppage Time
36,108.1,40.1,2023-06-24 00:08:00.721,0.7835000000000001,Saved,Jeakson Singh Thaunaojam,Kerala Blasters,Right Foot,Normal,False,Penalty,,,,From Free Kick,True,True,True,11.900420160649796,90.48,Right - Outside Foot,Stoppage Time
37,108.1,40.1,2023-06-24 00:08:58.988,0.7835000000000001,Goal,Halicharan Narzary,Hyderabad,Left Foot,Normal,False,Penalty,,,,From Free Kick,True,True,True,11.900420160649796,90.48,Right - Inside Foot,Stoppage Time
38,104.9,47.9,2023-06-24 00:01:07.524,0.48585358,Off T,Álvaro Vázquez García,Kerala Blasters,Right Foot,Lob,True,Open Play,,,,From Free Kick,True,True,True,17.041713528867916,117.62,Right - Outside Foot,Stoppage Time
39,97.1,52.5,2023-06-24 00:03:44.837,0.027996033,Blocked,Ishan Pandita,Jamshedpur,Right Foot,Normal,False,Open Play,,,,From Free Kick,True,False,False,26.089461473936183,118.63,Right - Outside Foot,Stoppage Time
40,105.6,44.4,2023-06-24 00:08:27.101,0.08510381,Blocked,Nishu Kumar Tashni,Kerala Blasters,Right Foot,Volley,True,Open Play,,,,From Free Kick,True,True,True,15.057224179774973,106.99,Right - Outside Foot,Stoppage Time
41,100.2,39.0,2023-06-24 00:13:48.182,0.07968691,Blocked,Ayush Adhikari,Kerala Blasters,Right Foot,Normal,True,Open Play,Ground Pass,,,From Free Kick,True,False,False,19.82523644247402,87.11,Left - Inside Foot,Stoppage Time
42,99.7,30.4,2023-06-24 00:17:28.738,0.059422266,Goal,Adrián Nicolás Luna Retamar,Kerala Blasters,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,False,False,22.455511572885616,64.69,Left - Inside Foot,Stoppage Time
43,99.8,47.2,2023-06-24 00:19:24.172,0.04910855,Saved,Ritwik Kumar Das,Jamshedpur,Right Foot,Normal,False,Open Play,Low Pass,,,From Free Kick,True,False,False,21.444812892632104,109.62,Right - Outside Foot,Stoppage Time
44,103.0,46.7,2023-06-24 00:35:43.670,0.039502632,Wayward,Ishan Pandita,Jamshedpur,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,18.272657168567466,111.51,Right - Head,Stoppage Time
45,111.6,40.2,2023-06-24 00:04:02.449,0.0690983,Blocked,Daniel Chima Chukwu,Jamshedpur,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,8.402380615040009,91.36,Right - Head,Stoppage Time
46,117.3,42.5,2023-06-24 00:04:03.905,0.44894984,Goal,Pronay Halder,Jamshedpur,Right Foot,Normal,False,Open Play,,,,From Free Kick,True,True,True,3.679673898594822,132.8,Right - Outside Foot,Stoppage Time
47,101.2,42.7,2023-06-24 00:05:10.351,0.43586436,Saved,Álvaro Vázquez García,Kerala Blasters,Right Foot,Lob,False,Open Play,Ground Pass,,,From Free Kick,True,False,False,18.99289340779861,98.17,Right - Outside Foot,Stoppage Time
48,108.8,44.5,2023-06-24 00:08:40.651,0.048366677000000004,Saved,Rahul Kannoly Praveen,Kerala Blasters,Head,Normal,False,Open Play,,,,From Free Kick,True,True,True,12.070211265756704,111.89,Right - Head,Stoppage Time
49,109.7,38.8,2023-06-24 00:09:43.347,0.05818752,Off T,Marko Lešković,Kerala Blasters,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,10.369667304209907,83.35,Left - Head,Stoppage Time
50,85.4,34.9,2023-06-24 00:15:26.960,0.012679764000000001,Blocked,Peter Hartley,Jamshedpur,Left Foot,Normal,True,Open Play,,,,From Free Kick,True,False,False,34.97384737200069,81.62,Left - Outside Foot,Stoppage Time
51,90.9,50.2,2023-06-24 00:18:21.879,0.015213512,Saved,Ishan Pandita,Jamshedpur,Right Foot,Half Volley,False,Open Play,,,,From Free Kick,True,False,False,30.835855752678565,109.32,Right - Outside Foot,Stoppage Time
52,98.4,45.2,2023-06-24 00:20:10.336,0.07996572,Saved,Greg Stewart,Jamshedpur,Left Foot,Normal,False,Free Kick,,,,From Free Kick,True,False,False,22.2171105231981,103.54,Right - Inside Foot,Stoppage Time
53,113.1,39.7,2023-06-24 00:20:12.406,0.23744304,Blocked,Jitendra Singh,Jamshedpur,Head,Normal,False,Open Play,,,,From Free Kick,True,True,True,6.906518659932808,87.51,Left - Head,Stoppage Time
54,94.0,31.3,2023-06-24 00:29:28.464,0.025266282,Blocked,Jordan Murray,Jamshedpur,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,False,False,27.41696555054917,71.5,Left - Inside Foot,Stoppage Time
55,90.0,41.6,2023-06-24 00:32:15.500,0.036007114,Saved,Adrián Nicolás Luna Retamar,Kerala Blasters,Right Foot,Normal,False,Free Kick,,,,From Free Kick,True,False,False,30.042636369000643,93.05,Right - Outside Foot,Stoppage Time
56,108.6,37.6,2023-06-24 00:33:02.899,0.08784185,Saved,Ishan Pandita,Jamshedpur,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,11.649892703368565,78.11,Left - Head,Stoppage Time
57,115.1,45.1,2023-06-24 00:38:27.943,0.12105195,Blocked,Jeakson Singh Thaunaojam,Kerala Blasters,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,7.072481884034774,136.15,Right - Head,Stoppage Time
58,86.6,57.1,2023-06-24 00:38:30.894,0.005386452700000001,Wayward,Harmanjot Singh Khabra,Kerala Blasters,Left Foot,Half Volley,True,Open Play,,,,From Free Kick,True,False,False,37.522926325114895,117.11,Right - Inside Foot,Stoppage Time
59,81.2,35.8,2023-06-24 00:48:02.812,0.008032845,Blocked,Marko Lešković,Kerala Blasters,Right Foot,Normal,False,Free Kick,,,,From Free Kick,True,False,False,39.026657556085944,83.82,Left - Inside Foot,Stoppage Time
60,117.0,48.0,2023-06-24 00:06:34.169,0.15419321,Saved,Joni Ensio Kauko,ATK Mohun Bagan,Right Foot,Normal,True,Open Play,,,,From Free Kick,True,True,True,8.54400374531753,159.44,Right - Outside Foot,Stoppage Time
61,115.9,54.2,2023-06-24 00:06:35.862,0.015314010000000001,Off T,Prabir Das,ATK Mohun Bagan,Right Foot,Half Volley,False,Open Play,,,,From Free Kick,True,True,True,14.780054127099806,163.89,Right - Outside Foot,Stoppage Time
62,108.5,48.3,2023-06-24 00:13:50.682,0.06381483,Off T,Roy Krishna,ATK Mohun Bagan,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,14.182383438618487,125.82,Right - Head,Stoppage Time
63,109.9,35.7,2023-06-24 00:18:07.061,0.074514166,Wayward,Aniket Anil Jadhav,Hyderabad,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,10.97724920005007,66.94,Left - Head,Stoppage Time
64,99.7,46.8,2023-06-24 00:18:49.039,0.053974938,Saved,Prabir Das,ATK Mohun Bagan,Right Foot,Normal,False,Open Play,High Pass,,,From Free Kick,True,False,False,21.408643114405915,108.52,Right - Outside Foot,Stoppage Time
65,107.8,24.1,2023-06-24 00:21:12.546,0.040726125,Off T,Liston Colaco,ATK Mohun Bagan,Right Foot,Normal,False,Open Play,,,,From Free Kick,True,True,True,20.04120754844877,37.5,Left - Inside Foot,Stoppage Time
66,95.0,39.6,2023-06-24 00:22:41.557,0.042147122,Saved,Bartholomew Owogbalor Ogbeche,Hyderabad,Left Foot,Normal,False,Open Play,Low Pass,,,From Free Kick,True,False,False,25.00319979522621,89.08,Left - Outside Foot,Stoppage Time
67,83.9,23.0,2023-06-24 00:24:29.869,0.005957665,Off T,Liston Colaco,ATK Mohun Bagan,Right Foot,Normal,False,Free Kick,,,,From Free Kick,True,False,False,39.90250618695522,64.78,Left - Inside Foot,Stoppage Time
68,103.7,48.8,2023-06-24 00:26:03.410,0.03166655,Blocked,Roy Krishna,ATK Mohun Bagan,Left Foot,Normal,False,Open Play,Low Pass,,,From Free Kick,True,True,True,18.52376851507273,118.36,Right - Inside Foot,Stoppage Time
69,112.9,30.7,2023-06-24 00:30:41.729,0.09190432,Saved,Liston Colaco,ATK Mohun Bagan,Left Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,True,True,11.700427342623,37.36,Left - Outside Foot,Stoppage Time
70,109.2,27.0,2023-06-24 00:32:35.675,0.07869804,Blocked,Bartholomew Owogbalor Ogbeche,Hyderabad,Left Foot,Normal,True,Open Play,Ground Pass,,,From Free Kick,True,True,True,16.900887550658396,39.72,Left - Outside Foot,Stoppage Time
71,115.7,37.3,2023-06-24 00:33:29.661,0.2887673,Wayward,Aniket Anil Jadhav,Hyderabad,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,5.0774009099144415,57.88,Left - Head,Stoppage Time
72,115.1,38.4,2023-06-24 00:36:39.651,0.5578215,Off T,Hugo Adnan Boumous,ATK Mohun Bagan,Left Foot,Half Volley,True,Open Play,Low Pass,,,From Free Kick,True,True,True,5.154609587543955,71.92,Left - Outside Foot,Stoppage Time
73,97.4,34.6,2023-06-24 00:47:31.202,0.0517507,Blocked,Joni Ensio Kauko,ATK Mohun Bagan,Right Foot,Normal,True,Open Play,Ground Pass,,,From Free Kick,True,False,False,23.236178687555313,76.56,Left - Inside Foot,Stoppage Time
74,100.3,46.8,2023-06-24 00:48:03.722,0.040655825,Blocked,Carl Gerard McHugh,ATK Mohun Bagan,Right Foot,Half Volley,True,Open Play,,,,From Free Kick,True,False,False,20.840585404445818,109.04,Right - Outside Foot,Stoppage Time
75,103.3,42.7,2023-06-24 00:48:38.253,0.07318571,Blocked,Liston Colaco,ATK Mohun Bagan,Left Foot,Normal,False,Open Play,Low Pass,,,From Free Kick,True,True,True,16.91685549976709,99.18,Right - Inside Foot,Stoppage Time
76,101.2,22.1,2023-06-24 00:03:16.649,0.02486557,Blocked,Aniket Anil Jadhav,Hyderabad,Left Foot,Normal,False,Open Play,Low Pass,,,From Free Kick,True,False,False,25.95862091868518,46.4,Left - Outside Foot,Stoppage Time
77,113.2,42.5,2023-06-24 00:04:52.554,0.30336502,Saved,Roy Krishna,ATK Mohun Bagan,Right Foot,Half Volley,True,Open Play,Low Pass,,,From Free Kick,True,True,True,7.244998274671979,110.19,Right - Outside Foot,Stoppage Time
78,98.2,25.1,2023-06-24 00:05:26.544,0.028559601,Blocked,Liston Colaco,ATK Mohun Bagan,Right Foot,Normal,False,Open Play,Low Pass,,,From Free Kick,True,False,False,26.405491853021786,55.65,Left - Inside Foot,Stoppage Time
79,116.2,26.8,2023-06-24 00:06:11.758,0.013583038,Off T,Hugo Adnan Boumous,ATK Mohun Bagan,Right Foot,Normal,True,Open Play,Ground Pass,,,From Free Kick,True,True,True,13.736083866954218,16.06,Left - Inside Foot,Stoppage Time
80,111.5,23.0,2023-06-24 00:09:27.929,0.012116619,Off T,Aniket Anil Jadhav,Hyderabad,Left Foot,Half Volley,True,Open Play,,,,From Free Kick,True,True,True,19.00657780874821,26.57,Left - Outside Foot,Stoppage Time
81,88.7,28.3,2023-06-24 00:11:35.899,0.013923449000000001,Saved,Akash Mishra,Hyderabad,Left Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,False,False,33.41526597230673,69.5,Left - Outside Foot,Stoppage Time
82,101.7,43.0,2023-06-24 00:15:01.542,0.12187965,Blocked,Liston Colaco,ATK Mohun Bagan,Right Foot,Normal,False,Free Kick,,,,From Free Kick,True,False,False,18.544271352630705,99.31,Right - Outside Foot,Stoppage Time
83,102.2,45.0,2023-06-24 00:15:03.017,0.06845615000000001,Blocked,Liston Colaco,ATK Mohun Bagan,Right Foot,Half Volley,True,Open Play,,,,From Free Kick,True,True,True,18.488915598271305,105.69,Right - Outside Foot,Stoppage Time
84,112.7,31.2,2023-06-24 00:17:52.192,0.033253163,Blocked,Carl Gerard McHugh,ATK Mohun Bagan,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,11.433722053644647,39.68,Left - Head,Stoppage Time
85,113.6,30.0,2023-06-24 00:18:26.298,0.036503147,Saved,Pritam Kotal,ATK Mohun Bagan,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,11.872657663724667,32.62,Left - Head,Stoppage Time
86,106.3,26.8,2023-06-24 00:21:03.836,0.05943999,Blocked,Hugo Adnan Boumous,ATK Mohun Bagan,Right Foot,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,19.024457942343588,46.06,Left - Inside Foot,Stoppage Time
87,88.6,36.4,2023-06-24 00:21:06.898,0.02091567,Blocked,Carl Gerard McHugh,ATK Mohun Bagan,Left Foot,Normal,True,Open Play,Ground Pass,,,From Free Kick,True,False,False,31.605695689226657,83.46,Left - Outside Foot,Stoppage Time
88,88.6,49.2,2023-06-24 00:24:28.837,0.022091275,Blocked,Mohammad Yasir,Hyderabad,Left Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,False,False,32.720024449868625,106.33,Right - Inside Foot,Stoppage Time
89,101.4,58.4,2023-06-24 00:24:48.789,0.016799387000000002,Off T,Kiyan Nassiri Giri,ATK Mohun Bagan,Left Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,False,False,False,26.163333120992053,134.69,Right - Inside Foot,Stoppage Time
90,96.2,36.1,2023-06-24 00:25:50.960,0.03970441,Blocked,Halicharan Narzary,Hyderabad,Right Foot,Normal,False,Open Play,High Pass,,,From Free Kick,True,False,False,24.117421089328765,80.69,Left - Inside Foot,Stoppage Time
91,114.8,53.7,2023-06-24 00:27:11.114,0.016141335,Blocked,Roy Krishna,ATK Mohun Bagan,Right Foot,Normal,False,Open Play,,,,From Free Kick,True,True,True,14.653668482670136,159.22,Right - Outside Foot,Stoppage Time
92,109.4,41.3,2023-06-24 00:27:37.364,0.12359015,Blocked,Joni Ensio Kauko,ATK Mohun Bagan,Right Foot,Normal,True,Open Play,Ground Pass,,,From Free Kick,True,True,True,10.679419459877016,96.99,Right - Outside Foot,Stoppage Time
93,95.0,41.4,2023-06-24 00:28:33.064,0.037036426000000004,Blocked,Kiyan Nassiri Giri,ATK Mohun Bagan,Right Foot,Normal,False,Open Play,High Pass,,,From Free Kick,True,False,False,25.03916931529479,93.21,Right - Outside Foot,Stoppage Time
94,114.2,43.2,2023-06-24 00:33:37.969,0.34547636,Goal,Roy Krishna,ATK Mohun Bagan,Right Foot,Volley,True,Open Play,High Pass,,,From Free Kick,True,True,True,6.624198064671676,118.89,Right - Outside Foot,Stoppage Time
95,97.1,51.3,2023-06-24 00:37:01.631,0.027136607,Blocked,Prabir Das,ATK Mohun Bagan,Right Foot,Half Volley,True,Open Play,Low Pass,,,From Free Kick,True,False,False,25.53624874565566,116.26,Right - Outside Foot,Stoppage Time
96,92.5,51.2,2023-06-24 00:37:45.419,0.01177569,Blocked,Subhasish Bose,ATK Mohun Bagan,Left Foot,Normal,False,Open Play,High Pass,,,From Free Kick,True,False,False,29.693265229677927,112.16,Right - Inside Foot,Stoppage Time
97,109.9,24.8,2023-06-24 00:40:16.269,0.02951979,Off T,Liston Colaco,ATK Mohun Bagan,Left Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,True,True,18.249657531033286,33.6,Left - Outside Foot,Stoppage Time
98,103.8,49.1,2023-06-24 00:41:02.375,0.044764433000000006,Blocked,Sahil Tavora,Hyderabad,Right Foot,Volley,True,Open Play,,,,From Free Kick,True,True,True,18.58090417606205,119.32,Right - Outside Foot,Stoppage Time
99,113.1,45.8,2023-06-24 00:45:21.844,0.10458498000000001,Blocked,Joni Ensio Kauko,ATK Mohun Bagan,Right Foot,Backheel,False,Open Play,,,,From Free Kick,True,True,True,9.013878188659975,130.05,Right - Outside Foot,Stoppage Time
100,60.3,40.9,2023-06-24 00:00:01.841,0.0042379773,Off T,David Joel Williams,ATK Mohun Bagan,Right Foot,Normal,True,Open Play,Ground Pass,,,From Free Kick,True,False,False,59.70678353420154,90.86,Right - Outside Foot,Stoppage Time
101,112.1,22.2,2023-06-24 00:02:23.610,0.009659232,Blocked,Liston Colaco,ATK Mohun Bagan,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,True,True,19.47434209415045,23.93,Left - Inside Foot,Stoppage Time
102,110.9,52.3,2023-06-24 00:13:07.858,0.21061859,Saved,Joni Ensio Kauko,ATK Mohun Bagan,Right Foot,Normal,True,Open Play,Ground Pass,,,From Free Kick,True,True,True,15.300326793895607,143.5,Right - Outside Foot,Stoppage Time
103,115.7,41.0,2023-06-24 00:17:04.773,0.6610735999999999,Goal,Roy Krishna,ATK Mohun Bagan,Left Foot,Volley,True,Open Play,Low Pass,,,From Free Kick,True,True,True,4.414748010928821,103.09,Right - Inside Foot,Stoppage Time
104,114.4,15.7,2023-06-24 00:26:29.984,0.007492812000000001,Blocked,Javier Siverio Toro,Hyderabad,Right Foot,Normal,False,Free Kick,,,,From Free Kick,False,True,False,24.936920419330047,12.98,Left - Inside Foot,Stoppage Time
105,95.7,27.3,2023-06-24 00:26:42.274,0.016769262,Off T,Akash Mishra,Hyderabad,Right Foot,Half Volley,False,Open Play,,,,From Free Kick,True,False,False,27.418606820916338,62.41,Left - Inside Foot,Stoppage Time
106,100.8,51.8,2023-06-24 00:37:39.169,0.071368806,Blocked,Javier Siverio Toro,Hyderabad,Right Foot,Normal,False,Free Kick,,,,From Free Kick,True,False,False,22.536193112413642,121.57,Right - Outside Foot,Stoppage Time
107,99.5,29.2,2023-06-24 00:42:25.189,0.03721469,Blocked,Liston Colaco,ATK Mohun Bagan,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,False,False,23.170886905770352,62.22,Left - Inside Foot,Stoppage Time
108,107.0,56.5,2023-06-24 00:46:34.526,0.04216473,Blocked,Mohammad Yasir,Hyderabad,Left Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,True,True,21.005951537600005,141.77,Right - Inside Foot,Stoppage Time
109,113.8,36.3,2023-06-24 00:47:05.647,0.17200659999999998,Blocked,Aniket Anil Jadhav,Hyderabad,Right Foot,Half Volley,True,Open Play,,,,From Free Kick,True,True,True,7.220110802473883,59.17,Left - Inside Foot,Stoppage Time
110,114.1,37.9,2023-06-24 00:47:09.782,0.19154745,Goal,Bartholomew Owogbalor Ogbeche,Hyderabad,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,6.262587324740476,70.41,Left - Head,Stoppage Time
111,108.6,21.7,2023-06-24 00:05:11.389,0.010948123,Blocked,Liston Colaco,ATK Mohun Bagan,Right Foot,Normal,True,Open Play,Ground Pass,,,From Free Kick,False,True,False,21.56038033059714,31.92,Left - Inside Foot,Stoppage Time
112,100.7,47.7,2023-06-24 00:12:23.371,0.12020791,Goal,Mohammad Yasir,Hyderabad,Left Foot,Normal,True,Open Play,,,,From Free Kick,True,False,False,20.779316639389272,111.75,Right - Inside Foot,Stoppage Time
