,location_x,location_y,time,statsbomb_xg,outcome,player,team,bodypart,technique,first_touch,state_of_play,assist,assist2,assist3,assist_state_of_play,inside_18_width,inside_18_depth,inside_18,shot_distance,shot_angle,bodypart_angle,significant_time
603,90.0,44.7,2023-06-24 00:34:28.899,0.0141072385,Wayward,Joe Zoherliana,NorthEast United,Right Foot,Volley,True,Open Play,,,,From Free Kick,True,False,False,30.365934861288235,98.9,Right - Outside Foot,Stoppage Time
604,112.0,21.9,2023-06-24 00:34:44.865,0.010963966,Saved,Marcelo Leite Pereira,NorthEast United,Left Foot,Normal,False,Open Play,High Pass,,,From Free Kick,False,True,False,19.789138435010255,23.84,Left - Outside Foot,Stoppage Time
605,100.4,51.9,2023-06-24 00:36:13.916,0.026234766000000003,Blocked,Prabir Das,ATK Mohun Bagan,Right Foot,Normal,False,Open Play,,,,From Free Kick,True,False,False,22.929675095822876,121.26,Right - Outside Foot,Stoppage Time
606,94.7,42.1,2023-06-24 00:37:43.926,0.04551532,Blocked,Marcelo Leite Pereira,NorthEast United,Left Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,False,False,25.387004549572204,94.74,Right - Inside Foot,Stoppage Time
607,95.1,58.6,2023-06-24 00:37:51.043,0.0076249656,Blocked,Marco Sahanek,NorthEast United,Left Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,False,False,False,31.080057915003962,126.76,Right - Inside Foot,Stoppage Time
608,109.5,29.1,2023-06-24 00:40:46.231,0.19796049999999998,Saved,Manvir Singh,ATK Mohun Bagan,Left Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,True,True,15.134728276384745,43.93,Left - Outside Foot,Stoppage Time
609,112.9,27.5,2023-06-24 00:41:03.106,0.04912921,Blocked,Subhasish Bose,ATK Mohun Bagan,Left Foot,Half Volley,False,Open Play,High Pass,,,From Free Kick,True,True,True,14.375673897247388,29.6,Left - Outside Foot,Stoppage Time
610,113.2,37.6,2023-06-24 00:42:39.269,0.08877363,Off T,Pritam Kotal,ATK Mohun Bagan,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,7.211102550927975,70.56,Left - Head,Stoppage Time
611,108.8,35.1,2023-06-24 00:44:45.099,0.41509959999999996,Goal,Liston Colaco,ATK Mohun Bagan,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,True,True,12.22497443760109,66.37,Left - Inside Foot,Stoppage Time
612,109.3,34.3,2023-06-24 00:06:52.691,0.40600329999999996,Goal,Manvir Singh,ATK Mohun Bagan,Right Foot,Normal,False,Open Play,,,,From Free Kick,True,True,True,12.123530838827445,61.96,Left - Inside Foot,Stoppage Time
613,104.1,28.2,2023-06-24 00:08:01.981,0.052610885,Wayward,Subhasish Bose,ATK Mohun Bagan,Right Foot,Half Volley,True,Open Play,,,,From Free Kick,True,True,True,19.80025252364222,53.42,Left - Inside Foot,Stoppage Time
614,106.4,37.1,2023-06-24 00:09:43.487,0.23139377,Blocked,Subhasish Bose,ATK Mohun Bagan,Right Foot,Normal,True,Open Play,Ground Pass,,,From Free Kick,True,True,True,13.905754204644918,77.96,Left - Inside Foot,Stoppage Time
615,96.3,35.1,2023-06-24 00:11:51.345,0.061823264,Off T,Pragyan Sundar Gogoi,ATK Mohun Bagan,Left Foot,Normal,False,Open Play,,,,From Free Kick,True,False,False,24.20123963767146,78.32,Left - Outside Foot,Stoppage Time
616,112.6,52.5,2023-06-24 00:21:21.794,0.09213292000000001,Saved,Suhair Vadakkepeedika,NorthEast United,Right Foot,Normal,False,Open Play,,,,From Free Kick,True,True,True,14.526183256451093,149.37,Right - Outside Foot,Stoppage Time
617,117.1,47.2,2023-06-24 00:21:47.051,0.09413473,Off T,Marco Sahanek,NorthEast United,Right Foot,Volley,True,Open Play,,,,From Free Kick,True,True,True,7.7620873481300166,158.06,Right - Outside Foot,Stoppage Time
618,99.3,52.6,2023-06-24 00:27:43.834,0.03393502,Blocked,Mohammed Irshad,NorthEast United,Right Foot,Normal,False,Open Play,,,,From Free Kick,True,False,False,24.233241632105273,121.33,Right - Outside Foot,Stoppage Time
619,96.8,38.6,2023-06-24 00:33:31.073,0.059115723,Off T,Imran Khan,NorthEast United,Left Foot,Normal,False,Open Play,High Pass,,,From Free Kick,True,False,False,23.242202993692317,86.55,Left - Outside Foot,Stoppage Time
620,106.2,38.5,2023-06-24 00:38:06.483,0.07713199,Blocked,Mohammed Irshad,NorthEast United,Right Foot,Volley,True,Open Play,,,,From Free Kick,True,True,True,13.881282361511126,83.8,Left - Inside Foot,Stoppage Time
621,104.5,32.7,2023-06-24 00:38:24.891,0.12075394,Blocked,Gurjinder Kumar,NorthEast United,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,True,True,17.133009076049657,64.78,Left - Inside Foot,Stoppage Time
622,113.1,34.6,2023-06-24 00:39:01.233,0.095662415,Wayward,Mashoor Shereef Thangalakath,NorthEast United,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,8.761849119906143,51.95,Left - Head,Stoppage Time
623,99.6,48.7,2023-06-24 00:39:18.057,0.047947515,Blocked,Hernán Daniel Santana Trujillo,NorthEast United,Left Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,False,False,22.17769149393147,113.1,Right - Inside Foot,Stoppage Time
624,101.1,46.8,2023-06-24 00:40:03.647,0.030630454,Blocked,Marco Sahanek,NorthEast United,Left Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,False,False,20.086064821163955,109.79,Right - Inside Foot,Stoppage Time
625,109.2,37.9,2023-06-24 00:41:26.700,0.09030165500000001,Saved,Deshorn Brown,NorthEast United,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,11.002272492535347,79.0,Left - Head,Stoppage Time
626,101.5,39.7,2023-06-24 00:43:39.091,0.31398156,Saved,Manvir Singh,NorthEast United,Left Foot,Normal,False,Open Play,,,,From Free Kick,True,False,False,18.5024322725419,89.07,Left - Outside Foot,Stoppage Time
627,94.2,48.1,2023-06-24 00:46:49.525,0.028639978000000003,Saved,Marco Sahanek,NorthEast United,Left Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,False,False,27.04163456597992,107.43,Right - Inside Foot,Stoppage Time
628,97.9,44.1,2023-06-24 00:48:14.635,0.049539886000000005,Off T,Marco Sahanek,NorthEast United,Left Foot,Normal,False,Open Play,,,,From Free Kick,True,False,False,22.477099457002893,100.51,Right - Inside Foot,Stoppage Time
629,102.5,39.3,2023-06-24 00:03:54.328,0.052221783,Blocked,Prince Vinny Ibara Doniama,Bengaluru,Left Foot,Volley,False,Open Play,High Pass,,,From Free Kick,True,True,True,17.513994404475525,87.71,Left - Outside Foot,Stoppage Time
630,108.5,43.7,2023-06-24 00:15:06.034,0.10733732600000001,Goal,Javier Siverio Toro,Hyderabad,Right Foot,Normal,True,Open Play,,,,From Free Kick,True,True,True,12.080562900792332,107.84,Right - Outside Foot,Stoppage Time
631,115.5,33.0,2023-06-24 00:19:20.419,0.15626396,Off T,Javier Siverio Toro,Hyderabad,Right Foot,Normal,True,Open Play,Ground Pass,,,From Free Kick,True,True,True,8.32165848854662,32.74,Left - Inside Foot,Stoppage Time
632,108.3,22.7,2023-06-24 00:22:23.091,0.027108882,Saved,Rohit Danu,Hyderabad,Right Foot,Normal,True,Open Play,Ground Pass,,,From Free Kick,True,True,True,20.884922791334425,34.07,Left - Inside Foot,Stoppage Time
633,93.6,39.5,2023-06-24 00:22:39.763,0.028746027,Off T,Souvik Chakrabarti,Hyderabad,Right Foot,Normal,True,Open Play,Ground Pass,,,From Free Kick,True,False,False,26.40473442396269,88.91,Left - Inside Foot,Stoppage Time
634,96.0,44.3,2023-06-24 00:29:46.327,0.049818877000000004,Goal,João Victor de Albuquerque Bruno,Hyderabad,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,False,False,24.382165613415065,100.16,Right - Outside Foot,Stoppage Time
635,87.7,26.9,2023-06-24 00:45:47.943,0.0073720478,Off T,Rohit Danu,Hyderabad,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,False,False,34.85541564807397,67.92,Left - Inside Foot,Stoppage Time
636,102.4,31.2,2023-06-24 00:47:42.109,0.05734388,Blocked,Bartholomew Owogbalor Ogbeche,Hyderabad,Left Foot,Normal,False,Open Play,,,,From Free Kick,True,True,True,19.677398201998145,63.43,Left - Outside Foot,Stoppage Time
637,81.6,24.9,2023-06-24 00:00:55.017,0.006617148000000001,Off T,Naorem Roshan Singh,Bengaluru,Left Foot,Normal,False,Open Play,,,,From Free Kick,True,False,False,41.262210314039166,68.53,Left - Outside Foot,Stoppage Time
638,104.7,40.8,2023-06-24 00:02:10.305,0.059474654,Wayward,Nikhil Poojary,Hyderabad,Left Foot,Volley,True,Open Play,High Pass,,,From Free Kick,True,True,True,15.320900756809303,92.99,Right - Inside Foot,Stoppage Time
639,119.0,34.0,2023-06-24 00:09:26.793,0.10128219000000001,Off T,Sunil Chhetri,Bengaluru,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,6.082762530298219,9.46,Left - Head,Stoppage Time
640,111.1,50.8,2023-06-24 00:11:19.491,0.060122866000000004,Blocked,Prince Vinny Ibara Doniama,Bengaluru,Right Foot,Half Volley,True,Open Play,High Pass,,,From Free Kick,True,True,True,13.99464183178691,140.51,Right - Outside Foot,Stoppage Time
641,103.9,50.5,2023-06-24 00:23:04.421,0.04004121,Blocked,Suresh Singh Wangjam,Bengaluru,Right Foot,Half Volley,False,Open Play,,,,From Free Kick,True,True,True,19.221342304844367,123.11,Right - Outside Foot,Stoppage Time
642,114.0,35.7,2023-06-24 00:27:31.474,0.17827041,Wayward,Cleiton Augusto Oliveira Silva,Bengaluru,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,7.381734213584229,54.37,Left - Head,Stoppage Time
643,98.9,56.3,2023-06-24 00:29:35.138,0.04578349,Blocked,Bartholomew Owogbalor Ogbeche,Hyderabad,Right Foot,Normal,False,Free Kick,,,,From Free Kick,True,False,False,26.66270803950716,127.69,Right - Outside Foot,Stoppage Time
644,62.8,48.2,2023-06-24 00:31:55.022,0.011763715000000001,Off T,João Victor de Albuquerque Bruno,Bengaluru,Right Foot,Lob,False,Open Play,,,,From Free Kick,True,False,False,57.78477308080391,98.16,Right - Outside Foot,Stoppage Time
645,112.7,44.2,2023-06-24 00:34:05.552,0.17253987,Off T,Sunil Chhetri,Bengaluru,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,8.421995013059552,119.91,Right - Head,Stoppage Time
646,99.3,50.2,2023-06-24 00:37:13.060,0.02593964,Blocked,Sahil Tavora,Hyderabad,Right Foot,Volley,True,Open Play,,,,From Free Kick,True,False,False,23.07661153635863,116.23,Right - Outside Foot,Stoppage Time
647,111.4,40.7,2023-06-24 00:41:07.656,0.38118379999999996,Goal,Sunil Chhetri,Bengaluru,Right Foot,Normal,True,Open Play,Ground Pass,,,From Free Kick,True,True,True,8.62844134244418,94.65,Right - Outside Foot,Stoppage Time
648,104.7,31.4,2023-06-24 00:10:26.742,0.060675807000000005,Blocked,Ritwik Kumar Das,Jamshedpur,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,True,True,17.551353224181888,60.66,Left - Inside Foot,Stoppage Time
649,92.5,40.6,2023-06-24 00:23:21.785,0.03197953,Saved,Vincy Barretto,Kerala Blasters,Left Foot,Normal,True,Open Play,,,,From Free Kick,True,False,False,27.50654467576762,91.25,Right - Inside Foot,Stoppage Time
650,83.7,44.5,2023-06-24 00:29:36.598,0.005748243,Off T,Yendrembam Denechandra Meitei,Kerala Blasters,Left Foot,Normal,True,Open Play,Ground Pass,,,From Free Kick,True,False,False,36.57786215732133,97.07,Right - Inside Foot,Stoppage Time
651,91.8,34.0,2023-06-24 00:37:23.777,0.049054213000000006,Off T,Greg Stewart,Jamshedpur,Left Foot,Normal,False,Free Kick,,,,From Free Kick,True,False,False,28.831233064161513,77.99,Left - Outside Foot,Stoppage Time
652,96.2,45.9,2023-06-24 00:39:55.313,0.035309,Off T,Lalthathanga Khawlhring,Kerala Blasters,Left Foot,Normal,False,Open Play,,,,From Free Kick,True,False,False,24.52039967047845,103.92,Right - Inside Foot,Stoppage Time
653,101.1,35.3,2023-06-24 00:41:09.645,0.063251086,Blocked,Jitendra Singh,Jamshedpur,Right Foot,Normal,False,Open Play,,,,From Free Kick,True,False,False,19.475625792256338,76.04,Left - Inside Foot,Stoppage Time
654,108.0,40.0,2023-06-24 00:44:31.948,0.7835000000000001,Goal,Greg Stewart,Jamshedpur,Left Foot,Normal,False,Penalty,,,,From Free Kick,True,True,True,12.0,90.0,Other,Stoppage Time
655,100.1,53.7,2023-06-24 00:47:05.133,0.022967357,Off T,Greg Stewart,Jamshedpur,Left Foot,Half Volley,True,Open Play,High Pass,,,From Free Kick,True,False,False,24.159884105682302,124.55,Right - Inside Foot,Stoppage Time
656,108.1,40.1,2023-06-24 00:02:27.249,0.7835000000000001,Goal,Greg Stewart,Jamshedpur,Left Foot,Lob,False,Penalty,,,,From Free Kick,True,True,True,11.900420160649796,90.48,Right - Inside Foot,Stoppage Time
657,106.9,47.4,2023-06-24 00:05:45.819,0.050371446,Off T,Enes Sipović,Kerala Blasters,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,15.04559736268387,119.46,Right - Head,Stoppage Time
658,108.4,41.2,2023-06-24 00:07:52.376,0.12736988,Goal,Daniel Chima Chukwu,Jamshedpur,Right Foot,Half Volley,True,Open Play,Low Pass,,,From Free Kick,True,True,True,11.661903789690594,95.91,Right - Outside Foot,Stoppage Time
659,96.9,49.5,2023-06-24 00:14:37.595,0.040883068,Off T,Boris Singh Thangjam,Jamshedpur,Left Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,False,False,24.97718959370729,112.36,Right - Inside Foot,Stoppage Time
660,98.8,57.2,2023-06-24 00:18:19.170,0.02042799,Off T,Boris Singh Thangjam,Jamshedpur,Right Foot,Half Volley,False,Open Play,Ground Pass,,,From Free Kick,True,False,False,27.29981684920249,129.05,Right - Outside Foot,Stoppage Time
661,102.3,26.3,2023-06-24 00:20:04.717,0.018765768000000002,Blocked,Álvaro Vázquez García,Kerala Blasters,Right Foot,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,22.38258251408894,52.26,Left - Inside Foot,Stoppage Time
662,114.8,30.3,2023-06-24 00:20:34.279,0.049406152,Off T,Jeakson Singh Thaunaojam,Kerala Blasters,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,11.005907504608606,28.19,Left - Head,Stoppage Time
663,93.4,18.9,2023-06-24 00:21:33.580,0.007814199,Off T,Adrián Nicolás Luna Retamar,Kerala Blasters,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,False,False,False,33.952466773417214,51.58,Left - Inside Foot,Stoppage Time
664,109.7,15.6,2023-06-24 00:23:20.139,0.0066418326000000005,Off T,Ritwik Kumar Das,Jamshedpur,Right Foot,Normal,False,Open Play,High Pass,,,From Free Kick,False,True,False,26.484901359076265,22.89,Left - Inside Foot,Stoppage Time
665,111.5,56.4,2023-06-24 00:26:22.349,0.014544660000000001,Wayward,Prasanth Karuthadathkuni,Kerala Blasters,Right Foot,Half Volley,False,Open Play,High Pass,,,From Free Kick,True,True,True,18.47187050625897,152.6,Right - Outside Foot,Stoppage Time
666,104.2,19.4,2023-06-24 00:32:25.296,0.013455192000000001,Saved,Álvaro Vázquez García,Kerala Blasters,Right Foot,Normal,True,Open Play,Ground Pass,,,From Free Kick,False,True,False,25.96150997149434,37.49,Left - Inside Foot,Stoppage Time
667,58.0,62.7,2023-06-24 00:33:26.447,0.003011689,Off T,Laldinliana Renthlei,Jamshedpur,Left Foot,Lob,False,Open Play,,,,From Free Kick,False,False,False,66.02491953800474,110.11,Right - Inside Foot,Stoppage Time
668,109.9,36.8,2023-06-24 00:37:01.621,0.053017866000000004,Off T,Ishan Pandita,Jamshedpur,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,10.594810050208542,72.42,Left - Head,Stoppage Time
669,100.6,46.8,2023-06-24 00:37:44.152,0.053853765000000005,Off T,Álvaro Vázquez García,Kerala Blasters,Right Foot,Normal,True,Open Play,Ground Pass,,,From Free Kick,True,False,False,20.557237168452385,109.32,Right - Outside Foot,Stoppage Time
670,106.4,44.0,2023-06-24 00:05:32.247,0.09976376,Goal,Makan Winkle Chote,Goa,Left Foot,Volley,True,Open Play,High Pass,,,From Free Kick,True,True,True,14.176036117335475,106.39,Right - Inside Foot,Stoppage Time
671,92.5,44.0,2023-06-24 00:10:17.036,0.027817884,Off T,Eduardo Bedia Peláez,Goa,Left Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,False,False,27.789386463180506,98.28,Right - Inside Foot,Stoppage Time
672,98.3,25.3,2023-06-24 00:18:18.387,0.026345095000000002,Blocked,Brandon Fernandes,Goa,Right Foot,Normal,False,Open Play,High Pass,,,From Free Kick,True,False,False,26.21030331758868,55.89,Left - Inside Foot,Stoppage Time
673,115.3,37.5,2023-06-24 00:19:53.762,0.33795613,Goal,Jorge Ortiz Mendoza,Goa,Left Foot,Half Volley,False,Open Play,,,,From Free Kick,True,True,True,5.323532661682469,61.99,Left - Outside Foot,Stoppage Time
674,96.3,27.5,2023-06-24 00:22:14.216,0.023081489,Off T,Jorge Ortiz Mendoza,Goa,Right Foot,Normal,True,Open Play,,,,From Free Kick,True,False,False,26.794402400501493,62.19,Left - Inside Foot,Stoppage Time
675,116.9,47.7,2023-06-24 00:25:11.400,0.089529246,Saved,Aibanbha Kupar Dohling,Goa,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,8.300602387778854,158.07,Right - Head,Stoppage Time
676,92.9,39.9,2023-06-24 00:34:30.996,0.030320162,Saved,Alberto Noguera Ripoll,Goa,Right Foot,Normal,False,Open Play,,,,From Free Kick,True,False,False,27.100184501216955,89.79,Left - Inside Foot,Stoppage Time
677,113.6,31.6,2023-06-24 00:40:24.458,0.3256907,Goal,Jorge Ortiz Mendoza,Goa,Right Foot,Normal,False,Open Play,,,,From Free Kick,True,True,True,10.560303025955271,37.3,Left - Inside Foot,Stoppage Time
678,103.8,54.4,2023-06-24 00:44:48.461,0.026528677,Blocked,Makan Winkle Chote,Goa,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,True,True,21.674870241826135,131.63,Right - Outside Foot,Stoppage Time
679,80.3,40.3,2023-06-24 00:02:17.076,0.010372698000000001,Blocked,Łukasz Gikiewicz,Chennaiyin,Right Foot,Half Volley,False,Open Play,,,,From Free Kick,True,False,False,39.70113348507823,90.43,Right - Outside Foot,Stoppage Time
680,108.0,51.5,2023-06-24 00:04:24.054,0.1229392,Off T,Jorge Ortiz Mendoza,Chennaiyin,Right Foot,Normal,False,Open Play,,,,From Free Kick,True,True,True,16.62077013859466,133.78,Right - Outside Foot,Stoppage Time
681,103.3,38.8,2023-06-24 00:07:41.631,0.19979173,Goal,Jorge Ortiz Mendoza,Goa,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,True,True,16.74305826305338,85.89,Left - Inside Foot,Stoppage Time
682,106.2,37.2,2023-06-24 00:13:41.602,0.21152885000000002,Off T,Brandon Fernandes,Goa,Right Foot,Normal,True,Open Play,Ground Pass,,,From Free Kick,True,True,True,14.081193131265541,78.53,Left - Inside Foot,Stoppage Time
683,100.4,41.8,2023-06-24 00:17:02.707,0.059566233,Blocked,Brandon Fernandes,Goa,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,False,False,19.68247951859724,95.25,Right - Outside Foot,Stoppage Time
684,91.9,26.5,2023-06-24 00:19:35.225,0.029102942000000003,Blocked,Mirlan Murzaev,Chennaiyin,Right Foot,Normal,False,Free Kick,,,,From Free Kick,True,False,False,31.174669204339597,64.34,Left - Inside Foot,Stoppage Time
685,103.0,24.8,2023-06-24 00:21:28.196,0.056513596000000006,Off T,Rahim Ali,Chennaiyin,Left Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,True,True,22.804385543136213,48.2,Left - Outside Foot,Stoppage Time
686,95.3,30.4,2023-06-24 00:28:33.850,0.057526752,Off T,Brandon Fernandes,Goa,Right Foot,Normal,False,Free Kick,,,,From Free Kick,True,False,False,26.500000000000004,68.76,Left - Inside Foot,Stoppage Time
687,102.2,33.8,2023-06-24 00:29:56.454,0.030758920000000002,Blocked,Muhammed Nemil Valiyattil,Goa,Right Foot,Half Volley,False,Open Play,,,,From Free Kick,True,True,True,18.84887264533346,70.8,Left - Inside Foot,Stoppage Time
688,115.3,38.5,2023-06-24 00:30:44.792,0.32684577,Wayward,Nerijus Valskis,Chennaiyin,Right Foot,Half Volley,True,Open Play,,,,From Free Kick,True,True,True,4.9335585534176065,72.3,Left - Inside Foot,Stoppage Time
689,85.7,29.9,2023-06-24 00:35:22.275,0.005299072,Off T,Edwin Sydney Vanspaul,Chennaiyin,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,False,False,35.756118357562244,73.59,Left - Inside Foot,Stoppage Time
690,106.9,29.0,2023-06-24 00:39:47.234,0.06136321,Wayward,Saviour Gama,Goa,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,True,True,17.10584695360039,49.98,Left - Inside Foot,Stoppage Time
691,103.1,36.7,2023-06-24 00:41:11.594,0.07733714600000001,Blocked,Alberto Noguera Ripoll,Goa,Left Foot,Normal,True,Open Play,Ground Pass,,,From Free Kick,True,True,True,17.21917535772257,78.95,Left - Outside Foot,Stoppage Time
692,106.6,50.4,2023-06-24 00:43:23.395,0.061909642,Blocked,Devendra Dhaku Murgaokar,Goa,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,True,True,16.96231116328197,127.82,Right - Outside Foot,Stoppage Time
693,93.9,27.0,2023-06-24 00:46:33.123,0.027949955000000002,Off T,Slavko Damjanović,Chennaiyin,Left Foot,Normal,False,Open Play,,,,From Free Kick,True,False,False,29.158360722098212,63.52,Left - Outside Foot,Stoppage Time
694,106.1,46.4,2023-06-24 00:48:04.513,0.027443837000000002,Blocked,Mirlan Murzaev,Chennaiyin,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,15.302614155757837,114.72,Right - Head,Stoppage Time
695,88.4,40.8,2023-06-24 00:04:32.994,0.029840246,Off T,David Joel Williams,ATK Mohun Bagan,Left Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,False,False,31.61012496020855,91.45,Right - Inside Foot,Stoppage Time
696,89.4,4.4,2023-06-24 00:12:15.882,0.005822173,Off T,Aniket Anil Jadhav,Hyderabad,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,False,False,False,46.94379618224329,40.68,Left - Inside Foot,Stoppage Time
697,110.0,32.4,2023-06-24 00:17:23.047,0.21784416,Off T,Hugo Adnan Boumous,ATK Mohun Bagan,Left Foot,Normal,False,Open Play,,,,From Free Kick,True,True,True,12.560254774486067,52.77,Left - Outside Foot,Stoppage Time
698,103.4,36.1,2023-06-24 00:18:49.900,0.14798476,Saved,Hugo Adnan Boumous,ATK Mohun Bagan,Right Foot,Normal,True,Open Play,,,,From Free Kick,True,True,True,17.051979357247646,76.78,Left - Inside Foot,Stoppage Time
699,103.7,26.8,2023-06-24 00:23:24.507,0.044485208000000005,Blocked,Bartholomew Owogbalor Ogbeche,Hyderabad,Left Foot,Half Volley,False,Open Play,,,,From Free Kick,True,True,True,20.974508337503405,51.0,Left - Outside Foot,Stoppage Time
700,94.7,54.0,2023-06-24 00:23:54.663,0.019880142,Blocked,Lenny Rodrigues,ATK Mohun Bagan,Right Foot,Normal,True,Open Play,Ground Pass,,,From Free Kick,True,False,False,28.915220905260256,118.96,Right - Outside Foot,Stoppage Time
701,94.1,15.6,2023-06-24 00:27:40.664,0.0077984547000000005,Off T,Liston Colaco,ATK Mohun Bagan,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,False,False,False,35.583282591689034,46.71,Left - Inside Foot,Stoppage Time
702,102.5,53.6,2023-06-24 00:28:49.953,0.025619645,Saved,Nikhil Poojary,Hyderabad,Right Foot,Half Volley,True,Open Play,,,,From Free Kick,True,True,True,22.16325788326256,127.85,Right - Outside Foot,Stoppage Time
703,102.6,55.1,2023-06-24 00:30:05.378,0.034998495000000004,Blocked,Lenny Rodrigues,ATK Mohun Bagan,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,True,True,23.038446128157172,130.95,Right - Outside Foot,Stoppage Time
704,107.9,34.5,2023-06-24 00:33:45.579,0.06914059,Blocked,Aniket Anil Jadhav,Hyderabad,Left Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,True,True,13.291350570954023,65.56,Left - Outside Foot,Stoppage Time
705,91.4,32.6,2023-06-24 00:33:50.759,0.022736413,Saved,Akash Mishra,Hyderabad,Right Foot,Normal,False,Open Play,,,,From Free Kick,True,False,False,29.54183474329243,75.49,Left - Inside Foot,Stoppage Time
706,92.5,47.2,2023-06-24 00:39:48.764,0.027806804,Saved,Joni Ensio Kauko,ATK Mohun Bagan,Left Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,False,False,28.426923857498196,104.67,Right - Inside Foot,Stoppage Time
707,91.0,41.9,2023-06-24 00:41:22.801,0.040821925,Saved,Liston Colaco,ATK Mohun Bagan,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,False,False,29.062174729362564,93.75,Right - Outside Foot,Stoppage Time
708,107.3,64.9,2023-06-24 00:01:13.006,0.005843893,Saved,Manvir Singh,ATK Mohun Bagan,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,False,True,False,27.951744131628,152.98,Right - Outside Foot,Stoppage Time
709,116.8,49.4,2023-06-24 00:01:51.361,0.054646764,Saved,Rohit Danu,Hyderabad,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,9.929753269845127,161.2,Right - Head,Stoppage Time
710,106.9,44.7,2023-06-24 00:06:25.805,0.052948527,Post,Rohit Danu,Hyderabad,Right Foot,Volley,True,Open Play,,,,From Free Kick,True,True,True,13.91761473816544,109.74,Right - Outside Foot,Stoppage Time
711,111.6,55.9,2023-06-24 00:09:27.744,0.015469499000000001,Blocked,David Joel Williams,ATK Mohun Bagan,Right Foot,Normal,True,Open Play,,,,From Free Kick,True,True,True,17.98249148477485,152.15,Right - Outside Foot,Stoppage Time
712,111.4,24.9,2023-06-24 00:10:52.621,0.06327936,Goal,Liston Colaco,ATK Mohun Bagan,Right Foot,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,17.37728402253931,29.66,Left - Inside Foot,Stoppage Time
713,110.8,46.7,2023-06-24 00:12:46.494,0.02646255,Wayward,Juan Antonio González Fernández,Hyderabad,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,11.381124724736132,126.06,Right - Head,Stoppage Time
714,113.6,39.4,2023-06-24 00:12:47.156,0.23915438,Off T,Rohit Danu,Hyderabad,Head,Normal,False,Open Play,,,,From Free Kick,True,True,True,6.4280634719952845,84.64,Left - Head,Stoppage Time
715,110.8,42.3,2023-06-24 00:13:28.898,0.6677780999999999,Goal,Manvir Singh,ATK Mohun Bagan,Left Foot,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,9.483142938920622,104.04,Right - Inside Foot,Stoppage Time
716,90.4,48.0,2023-06-24 00:21:25.633,0.025175711,Saved,João Victor de Albuquerque Bruno,Hyderabad,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,False,False,30.662028634778874,105.12,Right - Outside Foot,Stoppage Time
