,statsbomb_xg,goal,time,player,team,shot_distance,inside_18,shot_angle,bodypart,technique,first_touch,assist,state_of_play
210,0.42513399999999996,True,42,Vincy Barretto,Kerala Blasters,13.1186889588861,True,56.19,Left Foot,Ground,True,Unassisted,Set Piece - Free Kick
211,0.053343583,True,44,Álvaro Vázquez García,Kerala Blasters,20.287188075236052,True,141.6,Right Foot,Ground,True,Unassisted,Set Piece - Free Kick
212,0.40980023,False,47,Álvaro Vázquez García,Kerala Blasters,12.192620719107104,True,97.07,Right Foot,Ground,False,Unassisted,Set Piece - Free Kick
213,0.10802183,False,49,Aibanbha Kupar Dohling,Goa,12.87516990179159,True,19.98,Right Foot,Ground,False,Unassisted,Set Piece - Free Kick
214,0.035885528,False,49,Brison Deuben Fernandes,Goa,25.547798339583004,False,57.31,Right Foot,Ground,False,Unassisted,Set Piece - Free Kick
215,0.010039352000000001,False,0,Greg Stewart,Jamshedpur,25.685015086622002,False,139.74,Left Foot,Ground,False,Unassisted,Set Piece - Free Kick
216,0.01546377,False,0,Seminlen Doungel,Jamshedpur,16.977926846349646,True,156.76,Right Foot,Volley,True,Unassisted,Set Piece - Free Kick
217,0.0148209715,False,3,Ricky Lallawmawma,Jamshedpur,33.344414824674914,False,84.67,Left Foot,Volley,True,Unassisted,Set Piece - Free Kick
218,0.050343554000000006,False,8,Daniel Chima Chukwu,Jamshedpur,18.642961138188326,False,99.26,Right Foot,Volley,False,Unassisted,Set Piece - Free Kick
219,0.042716842000000005,False,11,Pronay Halder,Jamshedpur,24.005416055548796,False,101.78,Right Foot,Ground,True,Unassisted,Set Piece - Free Kick
220,0.07134074,False,18,Greg Stewart,Jamshedpur,20.61188977265307,False,101.47,Left Foot,Ground,True,Unassisted,Set Piece - Free Kick
